HitId,HitTitle,Annotation,AssignmentId,WorkerId,Status,AcceptTime,SubmitTime,Answer 1,Answer 2,Answer 3,Answer 4,Answer 5,Answer 6,Answer 7,Answer 8,Answer 9,Answer 10,Answer 11,Answer 12,Answer 13,Answer 14,Answer 15,Answer 16,Answer 17,Answer 18,Answer 19,Answer 20,Answer 21,Answer 22,Answer 23,Answer 24
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3L4PIM1GQUSPJHZM6RLNMVHJL1UYR1,AKHVTWTHW5VID,Approved,"Wed Mar 26 17:59:26 PDT 2014","Wed Mar 26 18:02:07 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_420_4"",""oid"":""comp_420_5"",""qpos"":10,""opos"":1}",1395882069509,"{""quid"":""q_2_4"",""oid"":""comp_3_5"",""qpos"":0,""opos"":0}",1395882069509,"{""quid"":""q_377_4"",""oid"":""comp_381_5"",""qpos"":1,""opos"":4}",1395882069509,"{""quid"":""q_414_4"",""oid"":""comp_414_5"",""qpos"":2,""opos"":0}",1395882069509,"{""quid"":""q_482_4"",""oid"":""comp_482_5"",""qpos"":3,""opos"":3}",1395882069509,"{""quid"":""q_422_4"",""oid"":""comp_422_5"",""qpos"":4,""opos"":4}",1395882069509,"{""quid"":""q_486_4"",""oid"":""comp_486_5"",""qpos"":5,""opos"":3}",1395882069509,"{""quid"":""q_412_4"",""oid"":""comp_412_5"",""qpos"":6,""opos"":0}",1395882069509,"{""quid"":""q_470_4"",""oid"":""comp_473_5"",""qpos"":7,""opos"":3}",1395882069509,"{""quid"":""q_462_4"",""oid"":""comp_464_5"",""qpos"":8,""opos"":2}",1395882069509,"{""quid"":""q_511_4"",""oid"":""comp_513_5"",""qpos"":9,""opos"":0}",1395882069509,
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3UN61F00HX1RHTP2VPGQBYJQQWS5RU,A1PBA14ZLNBHSR,Approved,"Wed Mar 26 18:09:06 PDT 2014","Wed Mar 26 18:18:29 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_259_4"",""oid"":""comp_346_5"",""qpos"":3,""opos"":9}",1395883091655,"{""quid"":""q_2_4"",""oid"":""comp_3_5"",""qpos"":0,""opos"":0}",1395883091655,"{""quid"":""q_395_4"",""oid"":""comp_396_5"",""qpos"":1,""opos"":1}",1395883091655,"{""quid"":""q_511_4"",""oid"":""comp_512_5"",""qpos"":2,""opos"":1}",1395883091655,
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3RYC5T2D745VA37LF4P494O7HWTRP2,A2UT87WF0JPUY8,Approved,"Wed Mar 26 19:00:14 PDT 2014","Wed Mar 26 19:01:40 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_431_4"",""oid"":""comp_431_5"",""qpos"":1,""opos"":0}",1395885616530,"{""quid"":""q_2_4"",""oid"":""comp_3_5"",""qpos"":0,""opos"":0}",1395885616530,
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3S3AMIZX3VHIF4FCSY8EKF8W3CQCD6,A9F8CVAIB53GJ,Approved,"Wed Mar 26 19:39:42 PDT 2014","Wed Mar 26 19:39:52 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_2_4"",""oid"":""comp_3_5"",""qpos"":0,""opos"":0}",1395887984355,
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3A7Y0R2P2P0JLOQZTQQC1QOJ9EDJXV,ANJRINRP821LY,Approved,"Wed Mar 26 20:24:04 PDT 2014","Wed Mar 26 20:30:56 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_2_4"",""oid"":""comp_2_5"",""qpos"":0,""opos"":1}",1395891036604,
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3YMTUJH0DTSM1PYUL92B6LEUEL84TF,A2OLVF6P86QSQJ,Approved,"Wed Mar 26 21:58:41 PDT 2014","Wed Mar 26 22:00:22 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_389_4"",""oid"":""comp_389_5"",""qpos"":7,""opos"":0}",1395896408003,"{""quid"":""q_2_4"",""oid"":""comp_3_5"",""qpos"":0,""opos"":0}",1395896408003,"{""quid"":""q_365_4"",""oid"":""comp_366_5"",""qpos"":1,""opos"":1}",1395896408003,"{""quid"":""q_387_4"",""oid"":""comp_387_5"",""qpos"":2,""opos"":1}",1395896408003,"{""quid"":""q_502_4"",""oid"":""comp_503_5"",""qpos"":3,""opos"":2}",1395896408003,"{""quid"":""q_494_4"",""oid"":""comp_495_5"",""qpos"":4,""opos"":1}",1395896408003,"{""quid"":""q_470_4"",""oid"":""comp_471_5"",""qpos"":5,""opos"":2}",1395896408003,"{""quid"":""q_506_4"",""oid"":""comp_507_5"",""qpos"":6,""opos"":3}",1395896408003,
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3W8CV64QJ3BXTMDB2AHD9AMMPJVH9I,AU34JIQY7NHOS,Approved,"Wed Mar 26 23:31:05 PDT 2014","Wed Mar 26 23:33:41 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_110_4"",""oid"":""comp_110_5"",""qpos"":5,""opos"":0}",1395902003006,"{""quid"":""q_2_4"",""oid"":""comp_2_5"",""qpos"":0,""opos"":0}",1395902003006,"{""quid"":""q_4_4"",""oid"":""comp_96_5"",""qpos"":1,""opos"":92}",1395902003006,"{""quid"":""q_101_4"",""oid"":""comp_101_5"",""qpos"":2,""opos"":0}",1395902003006,"{""quid"":""q_105_4"",""oid"":""comp_106_5"",""qpos"":3,""opos"":1}",1395902003006,"{""quid"":""q_107_4"",""oid"":""comp_107_5"",""qpos"":4,""opos"":0}",1395902003006,
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3UWN2HHPUZH78XVLEECHVPO83JVNSA,A2Q9AI41EH40ME,Approved,"Thu Mar 27 00:39:21 PDT 2014","Thu Mar 27 00:39:59 PDT 2014","data/tests/wage_survey.csv",1395905957720,"{""quid"":""q_2_4"",""oid"":""comp_2_5"",""qpos"":0,""opos"":0}","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv",
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",31LVTDXBL8M5JISNNCWXSNFNCMDRLP,ACXUUWF75RR6C,Approved,"Thu Mar 27 00:48:42 PDT 2014","Thu Mar 27 00:55:07 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_377_4"",""oid"":""comp_382_5"",""qpos"":13,""opos"":5}",1395906807257,"{""quid"":""q_2_4"",""oid"":""comp_3_5"",""qpos"":0,""opos"":0}",1395906807257,"{""quid"":""q_511_4"",""oid"":""comp_513_5"",""qpos"":1,""opos"":2}",1395906807257,"{""quid"":""q_365_4"",""oid"":""comp_365_5"",""qpos"":2,""opos"":2}",1395906807257,"{""quid"":""q_416_4"",""oid"":""comp_417_5"",""qpos"":3,""opos"":1}",1395906807257,"{""quid"":""q_402_4"",""oid"":""comp_403_5"",""qpos"":4,""opos"":5}",1395906807257,"{""quid"":""q_414_4"",""oid"":""comp_414_5"",""qpos"":5,""opos"":1}",1395906807257,"{""quid"":""q_466_4"",""oid"":""comp_467_5"",""qpos"":6,""opos"":2}",1395906807257,"{""quid"":""q_502_4"",""oid"":""comp_503_5"",""qpos"":7,""opos"":1}",1395906807257,"{""quid"":""q_506_4"",""oid"":""comp_507_5"",""qpos"":8,""opos"":1}",1395906807257,"{""quid"":""q_420_4"",""oid"":""comp_421_5"",""qpos"":9,""opos"":0}",1395906807257,"{""quid"":""q_433_4"",""oid"":""comp_433_5"",""qpos"":10,""opos"":2}",1395906807257,"{""quid"":""q_360_4"",""oid"":""comp_360_5"",""qpos"":11,""opos"":1}",1395906807257,"{""quid"":""q_412_4"",""oid"":""comp_413_5"",""qpos"":12,""opos"":0}",1395906807257,
3E9ZFLPWOY4L4T8ZL60A16E0T3MIXH,"Wage Negotiation Survey","",3WMOAN2SRC9N0PCP89HM6C8F2NQNVG,A13ZD5QWIO0Q80,Approved,"Thu Mar 27 01:30:56 PDT 2014","Thu Mar 27 01:38:58 PDT 2014","data/tests/wage_survey.csv","/Users/etosch/dev/SurveyMan-public/output/wage_survey_survey1_1395531737917.csv","{""quid"":""q_506_4"",""oid"":""comp_508_5"",""qpos"":13,""opos"":2}",1395909483713,"{""quid"":""q_2_4"",""oid"":""comp_3_5"",""qpos"":0,""opos"":1}",1395909483713,"{""quid"":""q_502_4"",""oid"":""comp_503_5"",""qpos"":1,""opos"":1}",1395909483713,"{""quid"":""q_486_4"",""oid"":""comp_487_5"",""qpos"":2,""opos"":1}",1395909483713,"{""quid"":""q_450_4"",""oid"":""comp_455_5"",""qpos"":3,""opos"":0}||{""quid"":""q_450_4"",""oid"":""comp_453_5"",""qpos"":3,""opos"":2}|{""quid"":""q_450_4"",""oid"":""comp_452_5"",""qpos"":3,""opos"":3}|{""quid"":""q_450_4"",""oid"":""comp_450_5"",""qpos"":3,""opos"":5}",1395909483713,"{""quid"":""q_409_4"",""oid"":""comp_410_5"",""qpos"":4,""opos"":1}",1395909483713,"{""quid"":""q_427_4"",""oid"":""comp_428_5"",""qpos"":5,""opos"":1}",1395909483713,"{""quid"":""q_482_4"",""oid"":""comp_484_5"",""qpos"":6,""opos"":1}",1395909483713,"{""quid"":""q_456_4"",""oid"":""comp_456_5"",""qpos"":7,""opos"":1}",1395909483713,"{""quid"":""q_391_4"",""oid"":""comp_391_5"",""qpos"":8,""opos"":3}",1395909483713,"{""quid"":""q_365_4"",""oid"":""comp_365_5"",""qpos"":9,""opos"":2}",1395909483713,"{""quid"":""q_498_4"",""oid"":""comp_499_5"",""qpos"":10,""opos"":2}",1395909483713,"{""quid"":""q_431_4"",""oid"":""comp_432_5"",""qpos"":11,""opos"":0}",1395909483713,"{""quid"":""q_433_4"",""oid"":""comp_433_5"",""qpos"":12,""opos"":2}",1395909483713,
